"FieldName3.0","Category","SubCategory","SchemaLocation","XMLTag","Definition","DataType","Optionality","DomainListYN","WqxV2.FieldName","WqxV2.ActivityMetricProfile","WqxV2.BiolHabitatMetricProfile","WqxV2.BiologicalProfile","WqxV2.NarrowProfile","WqxV2.OrganizationProfile","WqxV2.PhysChemProfile","WqxV2.ProjectProfile","WqxV2.PrjMonLocWeightingProfile","WqxV2.QuantitationLimitProfile","WqxV2.SamplingActivityProfile","WqxV2.SiteProfile"
"Location_ContributingDrainageAreaMeasure","Monitoring Location","Monitoring Location Identity","03.00.11.01","MeasureValue","The recorded dimension, capacity, quality, or amount of something ascertained by measuring or observing.","string max 60","Optional","","ContributingDrainageAreaMeasure/MeasureValue",,,,,,,,,,,"ContributingDrainageAreaMeasure/MeasureValue"
"Location_ContributingDrainageAreaMeasureUnit","Monitoring Location","Monitoring Location Identity","03.00.11.02","MeasureUnitCode","The code that represents the unit for measuring the item.","From domain values string max 12","Optional","Yes","ContributingDrainageAreaMeasure/MeasureUnitCode",,,,,,,,,,,"ContributingDrainageAreaMeasure/MeasureUnitCode"
"AlternateLocation_IdentifierA","Monitoring Location","Monitoring Location Identity","03.00.09.01","MonitoringLocationIdentifier","A designator used to describe the unique name, number, or code assigned to identify the monitoring location.","string min 1 string max 55","Conditional (see business rule)","",,,,,,,,,,,,
"AlternateLocation_IdentifierContextA","Monitoring Location","Monitoring Location Identity","03.00.09.02","MonitoringLocationIdentifierContext","Identifies the source or data system that created or defined the monitoring location identifier","string min 1 string max 120","Conditional (see business rule)","",,,,,,,,,,,,
"AlternateLocation_IdentifierB","Monitoring Location","Monitoring Location Identity","03.00.09.01","MonitoringLocationIdentifier","A designator used to describe the unique name, number, or code assigned to identify the monitoring location.","string min 1 string max 55","Conditional (see business rule)","",,,,,,,,,,,,
"AlternateLocation_IdentifierContextB","Monitoring Location","Monitoring Location Identity","03.00.09.02","MonitoringLocationIdentifierContext","Identifies the source or data system that created or defined the monitoring location identifier","string min 1 string max 120","Conditional (see business rule)","",,,,,,,,,,,,
"AlternateLocation_IdentifierC","Monitoring Location","Monitoring Location Identity","03.00.09.01","MonitoringLocationIdentifier","A designator used to describe the unique name, number, or code assigned to identify the monitoring location.","string min 1 string max 55","Conditional (see business rule)","",,,,,,,,,,,,
"AlternateLocation_IdentifierContextC","Monitoring Location","Monitoring Location Identity","03.00.09.02","MonitoringLocationIdentifierContext","Identifies the source or data system that created or defined the monitoring location identifier","string min 1 string max 120","Conditional (see business rule)","",,,,,,,,,,,,
"LocationAttachment_FileName","","","99.02outbounda","MonitoringLocationBinaryObjectFileName","The text describing the descriptive name used to represent the file, including file extension.","","","",,,,,,,,,,,,
"LocationAttachment_FileType","","","99.02outboundb","MonitoringLocationBinaryObjectFileTypeCode","The text or acronym describing the binary content type of a file.","","","",,,,,,,,,,,,
"LocationAttachment_FileDownload","","","99.02outboundc","MonitoringLocationFileUrl","This section allows for the association of References and electronic attachments to the Monitoring Location description including any other documents, images, maps, photos, laboratory materials, geospatial coverages, and other objects associated with the Monitoring Location.","","","",,,,,,,,,,,,
"ProjectAttachment_FileName","Project","PROJ Binary Object","02.01.01","BinaryObjectFileName","The text describing the descriptive name used to represent the file, including file extension.","string min 1 string max 255","Conditional (see business rule)","","BinaryObjectFileName",,,,,,"BinaryObjectFileName",,,,"BinaryObjectFileName",
"ProjectAttachment_FileType","Project","PROJ Binary Object","02.01.02","BinaryObjectFileTypeCode","The text or acronym describing the binary content type of a file.","string min 1 string max 6","Conditional (see business rule)","","BinaryObjectFileTypeCode",,,,,,"BinaryObjectFileTypeCode",,,,"BinaryObjectFileTypeCode",
"AlternateLocation_IdentifierCount","Monitoring Location","Monitoring Location Identity","03.00.09.01","MonitoringLocationIdentifier","A designator used to describe the unique name, number, or code assigned to identify the monitoring location.","string min 1 string max 55","Conditional (see business rule)","",,,,,,,,,,,,
"Index_Identifier","","Biological Habitat Index","04.01","IndexIdentifier","A designator used to describe the unique name, number, or code assigned to identify the index record.","string min 1 string max 55","Conditional (see business rule)","","IndexIdentifier",,"IndexIdentifier",,,,,,,,,
"Index_TypeIdentifier","","Biological Habitat Index","04.02.01","IndexTypeIdentifier","A designator used to describe the unique name, number, or code assigned to identify the index (Organization specific).","string min 1 string max 50","Conditional (see business rule)","yes
","IndexTypeIdentifier",,"IndexTypeIdentifier",,,,,,,,,
"Index_TypeIdentifierContext","","Biological Habitat Index","04.02.02","IndexTypeIdentifierContext","Identifies the source or data system that created or defined the index.","string max 50","Conditional (see business rule)","","IndexTypeIdentifierContext",,"IndexTypeIdentifierContext",,,,,,,,,
"Index_TypeName","","Biological Habitat Index","04.02.03","IndexTypeName","Name of the habitat or biotic integrity index.","string max 100","Conditional (see business rule)","","IndexTypeName",,"IndexTypeName",,,,,,,,,
"Citation_ResourceTitle","","Biological Habitat Index","04.02.04.01","ResourceTitleName","A name given to the resource","string min 1 string max 120","Conditional (see business rule)","","ResourceTitleName",,"ResourceTitleName",,,,,,,,,
"Citation_ResourceCreator","","Biological Habitat Index","04.02.04.02","ResourceCreatorName","An entity primarily responible for making the content of the resource.","string max 120","Optional","","ResourceCreatorName",,"ResourceCreatorName",,,,,,,,,
"Citation_ResourceSubject","","Biological Habitat Index","04.02.04.03","ResourceSubjectText","A topic of the content of the resource.","string max 4000","Optional","","ResourceSubjectText",,"ResourceSubjectText",,,,,,,,,
"Citation_ResourcePublisher","","Biological Habitat Index","04.02.04.04","ResourcePublisherName","An entity responsible for making the resource available.","string max 60","Optional","","ResourcePublisherName",,"ResourcePublisherName",,,,,,,,,
"Citation_ResourceDate","","Biological Habitat Index","04.02.04.05","ResourceDate","A date of an event in the lifecycle of the resource.","date (YYYY-MM-DD)","Conditional (see business rule)","","ResourceDate",,"ResourceDate",,,,,,,,,
"Citation_ResourceIdentifier","","Biological Habitat Index","04.02.04.06","ResourceIdentifier","An unambiguous reference to the resource within a given context.","string min 1 string max 255","Conditional (see business rule)","","ResourceIdentifier",,"ResourceIdentifier",,,,,,,,,
"Citation_IndexTypeScale","","Biological Habitat Index","04.02.05","IndexTypeScaleText","Provides a description of the scale used for the index.","string max 50","Optional","","IndexTypeScaleText",,"IndexTypeScaleText",,,,,,,,,
"Index_Score","","Biological Habitat Index","04.03","IndexScore","Provides the score for the  index.","string max 60","Conditional (see business rule)","",,,,,,,,,,,,
"Index_QualifierCode","","Biological Habitat Index","04.04","IndexQualifierCode","A code used to identify any qualifying issues that affect the index.","string max 35","Optional","","IndexQualifierCode",,"IndexQualifierCode",,,,,,,,,
"Index_Comment","","Biological Habitat Index","04.05","IndexCommentText","Free text with general comments concerning the index.","string max 4000","Optional","","IndexCommentText",,"IndexCommentText",,,,,,,,,
"Index_CalculatedDate","","Biological Habitat Index","04.06","IndexCalculatedDate","Date on which the index was calculated.","date (YYYY-MM-DD)","Optional","","IndexCalculatedDate",,"IndexCalculatedDate",,,,,,,,,
"Activity_ActivityIdentifier","","ACTIVITY     Description","05.00.01","ActivityIdentifier","Designator that uniquely identifies an activity within an organization.","string min 1 string max 55","Mandatory","","ActivityIdentifier","ActivityIdentifier",,"ActivityIdentifier","ActivityIdentifier",,"ActivityIdentifier",,,,"ActivityIdentifier",
"Activity_ActivityIdentifierUserSupplied","","ACTIVITY     Description","05.00.02","ActivityIdentifierUserSupplied","User Supplied designator that uniquely identifies an activity within an organization..","string max 55","Optional","",,,,,,,,,,,,
"Activity_TypeCode","","ACTIVITY     Description","05.00.03","ActivityTypeCode","The text describing the type of activity.","From domain values string min 1 string max 70","Mandatory","Yes
","ActivityTypeCode",,,"ActivityTypeCode",,,"ActivityTypeCode",,,,"ActivityTypeCode",
"Activity_Media","","ACTIVITY     Description","05.00.04","ActivityMediaName","Name or code indicating the environmental medium where the sample was taken.","From domain values string min 1 string max 20","Mandatory","Yes
","ActivityMediaName",,,"ActivityMediaName",,,"ActivityMediaName",,,,"ActivityMediaName",
"Activity_MediaSubdivision","","ACTIVITY     Description","05.00.05","ActivityMediaSubdivisionName","Name or code indicating the environmental matrix as a subdivision of the sample media.","From domain values string max 60","Optional","Yes
","ActivityMediaSubdivisionName",,,"ActivityMediaSubdivisionName",,,"ActivityMediaSubdivisionName",,,,"ActivityMediaSubdivisionName",
"Activity_BottomDepthSamplingComponent","","ACTIVITY     Description","05.00.18","SamplingComponentName","Single entity within a sampling frame at which a collection procedure or protocol was performed.","string max 120","Optional","","SamplingComponentName",,,"SamplingComponentName",,,,,,,"SamplingComponentName",
"ActivityBiological_AssemblageSampled","","BIOLOGICAL ACTIVITY     Description","05.02.01","AssemblageSampledName","An association of interacting populations of organisms in a given waterbody.","From domain values string max 50","Optional","Yes","AssemblageSampledName",,,"AssemblageSampledName",,,,,,,"AssemblageSampledName",
"ActivityBiological_ToxicityTestType","","BIOLOGICAL ACTIVITY     Description","05.02.03","ToxicityTestType","Identifies the type of toxicity as either Acute or Chronic.","From domain values string max 30","Optional","Yes","ToxicityTestType",,,,,,,,,,"ToxicityTestType",
"Activity_ConductingOrganization","","ACTIVITY     Description","05.00.16","ActivityConductingOrganizationText","A name of the Organization conducting an activity.","string max 120","Optional","","ActivityConductingOrganizationText",,,"ActivityConductingOrganizationText",,,"ActivityConductingOrganizationText",,,,"ActivityConductingOrganizationText",
"Activity_Comment","","ACTIVITY     Description","05.00.19","ActivityCommentText","General comments concerning the activity.","String max 4000","Optional","","ActivityCommentText",,,"ActivityCommentText",,,"ActivityCommentText",,,,"ActivityCommentText",
"ActivityLocation_Latitude","","ACTIVITY Location","05.01.01","LatitudeMeasure","The measure of the angular distance on a meridian north or south of the equator.","Decimal; up to 12 digits","Conditional (see business rule)","","ActivityLocation/LatitudeMeasure",,,,,,"ActivityLocation/LatitudeMeasure",,,,"ActivityLocation/LatitudeMeasure",
"ActivityLocation_Longitude","","ACTIVITY Location","05.01.02","LongitudeMeasure","The measure of the angular distance on a meridian east or west of the prime meridian.","Decimal; up to 14 digits","Conditional (see business rule)","","ActivityLocation/LongitudeMeasure",,,,,,"ActivityLocation/LongitudeMeasure",,,,"ActivityLocation/LongitudeMeasure",
"ActivityLocation_HorzCoordReferenceSystemDatum","","","05.01.02outbound","HorizontalCoordinateReferenceSystemDatumName","The name that describes the reference datum used in determining latitude and longitude coordinates.","From domain values string min 1 string max 6","","","ActivityLocation/HorizontalCoordinateReferenceSystemDatumName",,,,,,,,,,"ActivityLocation/HorizontalCoordinateReferenceSystemDatumName",
"ActivityLocation_SourceMapScale","","ACTIVITY Location","05.01.03","SourceMapScale","The relationship or ratio between distance on a map and corresponding distance on the ground. Example 1:100,000 where 1 cm = 1 km","string max 60","Conditional (see business rule)","",,,,,,,,,,,,
"ActivityLocation_LatitudeStandardized","","","05.01.03outbounda","LatitudeMeasureStandardized","The measure of the angular distance on a meridian north or south of the equator using projection WGS84, a datum featuring coordinates that change with time.","","","",,,,,,,,,,,,
"ActivityLocation_LongitudeStandardized","","","05.01.03outboundb","LongitudeMeasureStandardized","The measure of the angular distance on a meridian east or west of the prime meridian using projection WGS84, a datum featuring coordinates that change with time.","","","",,,,,,,,,,,,
"ActivityLocation_HorzCoordStandardizedDatum","","","05.01.03outboundc","HorizontalCoordinateStandardizedDatumName","The name that describes the reference datum used in standardizing the user supplied latitude and longitude coordinates.","","","",,,,,,,,,,,,
"ActivityLocation_HorzAccuracyMeasure","","ACTIVITY Location","05.01.04.01","MeasureValue","The recorded dimension, capacity, quality, or amount of something ascertained by measuring or observing.","string max 60","Optional","","ActivityLocation/HorizontalAccuracyMeasure/MeasureValue",,,,,,,,,,"ActivityLocation/HorizontalAccuracyMeasure/MeasureValue",
"ActivityLocation_HorzAccuracyMeasureUnit","","ACTIVITY Location","05.01.04.02","MeasureUnitCode","The code that represents the unit for measuring the item.","From domain values string max 12","Conditional (see business rule)","Yes
","ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode",,,,,,,,,,"ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode",
"ActivityLocation_HorizontalAccuracyHorzCollectionMethod","","ACTIVITY Location","05.01.05","HorizontalCollectionMethodName","The name that identifies the method used to determine the latitude and longitude coordinates for a point on the earth.","From domain values string min 1 string max 70","Conditional (see business rule)","Yes
","ActivityLocation/HorizontalCollectionMethodName",,,,,,,,,,"ActivityLocation/HorizontalCollectionMethodName",
"ActivityLocation_Description","","ACTIVITY Location","05.01.07","ActivityLocationDescriptionText","Text description of the activity location.","string max 4000","Optional","",,,,,,,,,,,,
"Activity_StartDate","","ACTIVITY     Description","05.00.06","ActivityStartDate","The calendar date on which the field activity was started.","Date (YYYY-MM-DD)","Mandatory","","ActivityStartDate",,,"ActivityStartDate","ActivityStartDate",,"ActivityStartDate",,,,"ActivityStartDate",
"Activity_StartTime","","ACTIVITY     Description","05.00.07.01","Time","The time of day that is reported.","Time -  (hh:mm:ss)","Conditional (see business rules)","","ActivityStartTime/Time",,,"ActivityStartTime/Time","ActivityStartTime/Time",,"ActivityStartTime/Time",,,,"ActivityStartTime/Time",
"Activity_StartTimeZone","","ACTIVITY     Description","05.00.07.02","TimeZoneCode","The time zone for which the time of day is reported. Any of the longitudinal divisions of the earth's surface in which a standard time is kept.","From domain values string min 1 string max 4","Conditional (see business rules)","Yes","ActivityStartTime/TimeZoneCode",,,"ActivityStartTime/TimeZoneCode","ActivityStartTime/TimeZoneCode",,"ActivityStartTime/TimeZoneCode",,,,"ActivityStartTime/TimeZoneCode",
"Activity_EndDate","","ACTIVITY     Description","05.00.08","ActivityEndDate","The calendar date when the field activity was completed.","Date (YYYY-MM-DD)","Optional","","ActivityEndDate",,,"ActivityEndDate",,,"ActivityEndDate",,,,"ActivityEndDate",
"Activity_EndTime","","ACTIVITY     Description","05.00.09.01","Time","The time of day that is reported.","Time -  (hh:mm:ss)","Conditional (see business rules)","","ActivityEndTime/Time",,,"ActivityEndTime/Time",,,"ActivityEndTime/Time",,,,"ActivityEndTime/Time",
"Activity_EndTimeZone","","ACTIVITY     Description","05.00.09.02","TimeZoneCode","The time zone for which the time of day is reported. Any of the longitudinal divisions of the earth's surface in which a standard time is kept.","From domain values string min 1 string max 4","Conditional (see business rules)","Yes","ActivityEndTime/TimeZoneCode",,,"ActivityEndTime/TimeZoneCode",,,"ActivityEndTime/TimeZoneCode",,,,"ActivityEndTime/TimeZoneCode",
"Activity_DepthHeightMeasure","","ACTIVITY     Description","05.00.11.01","MeasureValue","The recorded dimension, capacity, quality, or amount of something ascertained by measuring or observing.","string max 60","Optional","","ActivityDepthHeightMeasure/MeasureValue",,,"ActivityDepthHeightMeasure/MeasureValue",,,"ActivityDepthHeightMeasure/MeasureValue",,,,"ActivityDepthHeightMeasure/MeasureValue",
"Activity_DepthHeightMeasureUnit","","ACTIVITY     Description","05.00.11.02","MeasureUnitCode","The code that represents the unit for measuring the item.","From domain values string max 12","Optional","Yes","ActivityDepthHeightMeasure/MeasureUnitCode",,,"ActivityDepthHeightMeasure/MeasureUnitCode",,,"ActivityDepthHeightMeasure/MeasureUnitCode",,,,"ActivityDepthHeightMeasure/MeasureUnitCode",
"Activity_BottomDepthAltitudeReferencePoint","","ACTIVITY     Description","05.00.14","ActivityDepthAltitudeReferencePointText","The reference used to indicate the datum or reference used to establish the depth/altitude of an activity.","string max 125","Optional","","ActivityDepthAltitudeReferencePointText",,,"ActivityDepthAltitudeReferencePointText",,,"ActivityDepthAltitudeReferencePointText",,,,"ActivityDepthAltitudeReferencePointText",
"Activity_ActivityRelativeDepth","","ACTIVITY     Description","05.00.10","ActivityRelativeDepthName","The name that indicates the approximate location within the water column at which the activity occurred. ","From domain values string max 30","Optional","Yes","ActivityRelativeDepthName",,,"ActivityRelativeDepthName",,,"ActivityRelativeDepthName",,,,"ActivityRelativeDepthName",
"Activity_TopDepthMeasure","","ACTIVITY     Description","05.00.12.01","MeasureValue","The recorded dimension, capacity, quality, or amount of something ascertained by measuring or observing.","string max 60","Optional","","ActivityTopDepthHeightMeasure/MeasureValue",,,"ActivityTopDepthHeightMeasure/MeasureValue",,,"ActivityTopDepthHeightMeasure/MeasureValue",,,,"ActivityTopDepthHeightMeasure/MeasureValue",
"Activity_TopDepthMeasureUnit","","ACTIVITY     Description","05.00.12.02","MeasureUnitCode","The code that represents the unit for measuring the item.","From domain values string max 12","Optional","Yes","ActivityTopDepthHeightMeasure/MeasureUnitCode",,,"ActivityTopDepthHeightMeasure/MeasureUnitCode",,,"ActivityTopDepthHeightMeasure/MeasureUnitCode",,,,"ActivityTopDepthHeightMeasure/MeasureUnitCode",
"Activity_BottomDepthMeasure","","ACTIVITY     Description","05.00.13.01","MeasureValue","The recorded dimension, capacity, quality, or amount of something ascertained by measuring or observing.","string max 60","Optional","","ActivityBottomDepthHeightMeasure/MeasureValue",,,"ActivityBottomDepthHeightMeasure/MeasureValue",,,"ActivityBottomDepthHeightMeasure/MeasureValue",,,,"ActivityBottomDepthHeightMeasure/MeasureValue",
"Activity_BottomDepthMeasureUnit","","ACTIVITY     Description","05.00.13.02","MeasureUnitCode","The code that represents the unit for measuring the item.","From domain values string max 12","Optional","Yes","ActivityBottomDepthHeightMeasure/MeasureUnitCode",,,"ActivityBottomDepthHeightMeasure/MeasureUnitCode",,,"ActivityBottomDepthHeightMeasure/MeasureUnitCode",,,,"ActivityBottomDepthHeightMeasure/MeasureUnitCode",
"Location_CollectionDurationMeasure","","BIOLOGICAL Habitat Collection Information","05.02.02.01.01","MeasureValue","The recorded dimension, capacity, quality, or amount of something ascertained by measuring or observing.","string max 60","Optional","","CollectionDuration/MeasureValue",,,"CollectionDuration/MeasureValue",,,,,,,"CollectionDuration/MeasureValue",
"Location_CollectionDurationMeasureUnit","","BIOLOGICAL Habitat Collection Information","05.02.02.01.02","MeasureUnitCode","The code that represents the unit for measuring the item.","From domain values string max 12","Optional","Yes","CollectionDuration/MeasureUnitCode",,,"CollectionDuration/MeasureUnitCode",,,,,,,"CollectionDuration/MeasureUnitCode",
"Location_CollectionAreaMeasure","","BIOLOGICAL Habitat Collection Information","05.02.02.02.01","MeasureValue","The recorded dimension, capacity, quality, or amount of something ascertained by measuring or observing.","string max 60","Optional","",,,,,,,,,,,,
"Location_CollectionAreaMeasureUnit","","BIOLOGICAL Habitat Collection Information","05.02.02.02.02","MeasureUnitCode","The code that represents the unit for measuring the item.","From domain values string max 12","Optional","Yes",,,,,,,,,,,,
"CollectionEffort_Measure","","BIOLOGICAL Habitat Collection Information","05.02.02.03.01","MeasureValue","The recorded dimension, capacity, quality, or amount of something ascertained by measuring or observing.","string max 60","Optional","",,,,,,,,,,,,
"Location_CollectionEffortGearProcedureUnit","","BIOLOGICAL Habitat Collection Information","05.02.02.03.02","GearProcedureUnitCode","The procedural code or equipment that represents the unit for measuring the effort.","From domain values  string max 35","Optional","",,,,,,,,,,,,
"ReachLength_Measure","","BIOLOGICAL Habitat Collection Information","05.02.02.04.01","MeasureValue","The recorded dimension, capacity, quality, or amount of something ascertained by measuring or observing.","string max 60","Optional","","ReachLengthMeasure/MeasureValue",,,"ReachLengthMeasure/MeasureValue",,,,,,,"ReachLengthMeasure/MeasureValue",
"ReachLength_MeasureUnit","","BIOLOGICAL Habitat Collection Information","05.02.02.04.02","MeasureUnitCode","The code that represents the unit for measuring the item.","From domain values string max 12","Optional","Yes","ReachLengthMeasure/MeasureUnitCode",,,"ReachLengthMeasure/MeasureUnitCode",,,,,,,"ReachLengthMeasure/MeasureUnitCode",
"ReachWidth_Measure","","BIOLOGICAL Habitat Collection Information","05.02.02.05.01","MeasureValue","The recorded dimension, capacity, quality, or amount of something ascertained by measuring or observing.","string max 60","Optional","","ReachWidthMeasure/MeasureValue",,,"ReachWidthMeasure/MeasureValue",,,,,,,"ReachWidthMeasure/MeasureValue",
"ReachWidth_MeasureUnit","","BIOLOGICAL Habitat Collection Information","05.02.02.05.02","MeasureUnitCode","The code that represents the unit for measuring the item.","From domain values string max 12","Optional","Yes","ReachWidthMeasure/MeasureUnitCode",,,"ReachWidthMeasure/MeasureUnitCode",,,,,,,"ReachWidthMeasure/MeasureUnitCode",
"ReachWidth_CollectionDescription","","BIOLOGICAL Habitat Collection Information","05.02.02.06","CollectionDescriptionText","Free text with general comments concerning the index","string max 4000","Optional","",,,,,,,,,,,,
"ReachWidth_Pass","","BIOLOGICAL Habitat Collection Information","05.02.02.07","PassCount","The number of passes through the water from which the sample was collected.","string max 60","Optional","","PassCount",,,"PassCount",,,,,,,"PassCount",
"SampleCollectionMethod_Identifier","","SAMPLE  Description","05.03.01.01","MethodIdentifier","The identification number or code assigned by the method publisher.","string min 1 string max 35","Conditional (see business rule)","","SampleCollectionMethod/MethodIdentifier",,,"SampleCollectionMethod/MethodIdentifier",,,"SampleCollectionMethod/MethodIdentifier",,,,"SampleCollectionMethod/MethodIdentifier",
"SampleCollectionMethod_IdentifierContext","","SAMPLE  Description","05.03.01.02","MethodIdentifierContext","Identifies the source or data system that created or defined the identifier.","string min 1 string max 120","Conditional (see business rule)","","SampleCollectionMethod/MethodIdentifierContext",,,"SampleCollectionMethod/MethodIdentifierContext",,,"SampleCollectionMethod/MethodIdentifierContext",,,,"SampleCollectionMethod/MethodIdentifierContext",
"SampleCollectionMethod_Name","","SAMPLE  Description","05.03.01.03","MethodName","The title that appears on the method from the method publisher.","string min 1 string max 250","Conditional (see business rule)","","SampleCollectionMethod/MethodName",,,"SampleCollectionMethod/MethodName",,,"SampleCollectionMethod/MethodName",,,,"SampleCollectionMethod/MethodName",
"SampleCollectionMethod_QualifierTypeName","","SAMPLE  Description","05.03.01.04","MethodQualifierTypeName","Identifier of type of method that identifies it as reference, equivalent, or other.","string max 25","Optional","","SampleCollectionMethod/MethodQualifierTypeName",,,"SampleCollectionMethod/MethodQualifierTypeName",,,,,,,"SampleCollectionMethod/MethodQualifierTypeName",
"SampleCollectionMethod_Description","","SAMPLE  Description","05.03.01.05","MethodDescriptionText","A brief summary that provides general information about the method.","string max 4000","Optional","","SampleCollectionMethod/MethodDescriptionText",,,"SampleCollectionMethod/MethodDescriptionText","MethodDescriptionText",,"SampleCollectionMethod/MethodDescriptionText",,,,"SampleCollectionMethod/MethodDescriptionText",
"SampleCollectionMethod_EquipmentName","","SAMPLE  Description","05.03.02","SampleCollectionEquipmentName","The name that represents equipment used in collecting the sample.","From domain values string min 1 string max 60","Conditional (see business rule)","Yes
","SampleCollectionEquipmentName",,,"SampleCollectionEquipmentName",,,"SampleCollectionEquipmentName",,,,"SampleCollectionEquipmentName",
"SampleCollectionMethod_EquipmentComment","","SAMPLE  Description","05.03.03","SampleCollectionEquipmentCommentText","Free text with general comments further describing the sample collection equipment.","String max 4000","Optional","","SampleCollectionMethod/SampleCollectionEquipmentCommentText",,,"SampleCollectionMethod/SampleCollectionEquipmentCommentText",,,,,,,,
"ActivityBiological_NetType","","BIOLOGICAL ACTIVITY Net Information","05.02.02.08.01","NetTypeName","The text describing the type of net.","From domain values string min 1 string max 60","Conditional (see business rule)","Yes","NetTypeName",,,"NetTypeName",,,,,,,"NetTypeName",
"ActivityBiological_NetAreaMeasure","","BIOLOGICAL ACTIVITY Net Information","05.02.02.08.02.01","MeasureValue","The recorded dimension, capacity, quality, or amount of something ascertained by measuring or observing.","string max 60","Optional","","NetSurfaceAreaMeasure/MeasureValue",,,"NetSurfaceAreaMeasure/MeasureValue",,,,,,,"NetSurfaceAreaMeasure/MeasureValue",
"ActivityBiological_NetAreaMeasureUnit","","BIOLOGICAL ACTIVITY Net Information","05.02.02.08.02.02","MeasureUnitCode","The code that represents the unit for measuring the item.","From domain values string max 12","Optional","Yes","NetSurfaceAreaMeasure/MeasureUnitCode",,,"NetSurfaceAreaMeasure/MeasureUnitCode",,,,,,,"NetSurfaceAreaMeasure/MeasureUnitCode",
"ActivityBiological_NetMeshSizeMeasure","","BIOLOGICAL ACTIVITY Net Information","05.02.02.08.03.01","MeasureValue","The recorded dimension, capacity, quality, or amount of something ascertained by measuring or observing.","string max 60","Optional","","NetMeshSizeMeasure/MeasureValue",,,"NetMeshSizeMeasure/MeasureValue",,,,,,,"NetMeshSizeMeasure/MeasureValue",
"ActivityBiological_NetMeshSizeMeasureUnit","","BIOLOGICAL ACTIVITY Net Information","05.02.02.08.03.02","MeasureUnitCode","The code that represents the unit for measuring the item.","From domain values string max 12","Optional","Yes","NetMeshSizeMeasure/MeasureUnitCode",,,"NetMeshSizeMeasure/MeasureUnitCode",,,,,,,"NetMeshSizeMeasure/MeasureUnitCode",
"ActivityBiological_BoatSpeedMeasure","","BIOLOGICAL ACTIVITY Net Information","05.02.02.08.04.01","MeasureValue","The recorded dimension, capacity, quality, or amount of something ascertained by measuring or observing.","string max 60","Optional","","BoatSpeedMeasure/MeasureValue",,,"BoatSpeedMeasure/MeasureValue",,,,,,,"BoatSpeedMeasure/MeasureValue",
"ActivityBiological_BoatSpeedMeasureUnit","","BIOLOGICAL ACTIVITY Net Information","05.02.02.08.04.02","MeasureUnitCode","The code that represents the unit for measuring the item.","From domain values string max 12","Optional","Yes","BoatSpeedMeasure/MeasureUnitCode",,,"BoatSpeedMeasure/MeasureUnitCode",,,,,,,"BoatSpeedMeasure/MeasureUnitCode",
"ActivityBiological_CurrentSpeedMeasure","","BIOLOGICAL ACTIVITY Net Information","05.02.02.08.05.01","MeasureValue","The recorded dimension, capacity, quality, or amount of something ascertained by measuring or observing.","string max 60","Optional","","CurrentSpeedMeasure/MeasureValue",,,"CurrentSpeedMeasure/MeasureValue",,,,,,,"CurrentSpeedMeasure/MeasureValue",
"ActivityBiological_CurrentSpeedMeasureUnit","","BIOLOGICAL ACTIVITY Net Information","05.02.02.08.05.02","MeasureUnitCode","The code that represents the unit for measuring the item.","From domain values string max 12","Optional","Yes","CurrentSpeedMeasure/MeasureUnitCode",,,"CurrentSpeedMeasure/MeasureUnitCode",,,,,,,"CurrentSpeedMeasure/MeasureUnitCode",
"ActivityBiological_HabitatSelectionMethod","","BIOLOGICAL ACTIVITY     Description","05.02.04","HabitatSelectionMethod","The monitoring approach by which each habitat was chosen to sample. (e.g. random)","From domain values string max 35","Conditional (see business rule)","Yes
",,,,,,,,,,,,
"SamplePrepMethod_Identifier","","SAMPLE Prep","05.03.04.01.01","MethodIdentifier","The identification number or code assigned by the method publisher.","string min 1 string max 35","Conditional (see business rule)","","SamplePreparationMethod/MethodIdentifier",,,"SamplePreparationMethod/MethodIdentifier",,,,,,,"SamplePreparationMethod/MethodIdentifier",
"SamplePrepMethod_IdentifierContext","","SAMPLE Prep","05.03.04.01.02","MethodIdentifierContext","Identifies the source or data system that created or defined the identifier.","string min 1 string max 120","Conditional (see business rule)","","SamplePreparationMethod/MethodIdentifierContext",,,"SamplePreparationMethod/MethodIdentifierContext",,,,,,,"SamplePreparationMethod/MethodIdentifierContext",
"SamplePrepMethod_Name","","SAMPLE Prep","05.03.04.01.03","MethodName","The title that appears on the method from the method publisher.","string min 1 string max 250","Conditional (see business rule)","","SamplePreparationMethod/MethodName",,,"SamplePreparationMethod/MethodName",,,,,,,"SamplePreparationMethod/MethodName",
"SamplePrepMethod_QualifierType","","SAMPLE Prep","05.03.04.01.04","MethodQualifierTypeName","Identifier of type of method that identifies it as reference, equivalent, or other.","string max 25","Optional","","SamplePreparationMethod/MethodQualifierTypeName",,,"SamplePreparationMethod/MethodQualifierTypeName",,,,,,,"SamplePreparationMethod/MethodQualifierTypeName",
"SamplePrepMethod_Description","","SAMPLE Prep","05.03.04.01.05","MethodDescriptionText","A brief summary that provides general information about the method.","string max 4000","Optional","","SamplePreparationMethod/MethodDescriptionText",,,"SamplePreparationMethod/MethodDescriptionText","MethodDescriptionText",,,,,,"SamplePreparationMethod/MethodDescriptionText",
